,County,PCP,Year,Month
5412,Sierra County,0.11,2019,Jul
5413,Sierra County,0.04,2019,Aug
5414,Sierra County,2.29,2019,Sep
5415,Sierra County,0.16,2019,Oct
5416,Sierra County,2.52,2019,Noc
5417,Sierra County,7.81,2019,Dec
5418,Sierra County,3.64,2020,Jan
5419,Sierra County,0.23,2020,Feb
5420,Sierra County,5.74,2020,Mar
5421,Sierra County,3.01,2020,Apr
5422,Sierra County,3.06,2020,May
5423,Sierra County,0.32,2020,Jun
5424,Sierra County,0.26,2020,Jul
5425,Sierra County,0.12,2020,Aug
5426,Sierra County,0.03,2020,Sep
5427,Sierra County,0.02,2020,Oct
5428,Siskiyou County,1.9,2011,Jan
5429,Siskiyou County,3.61,2011,Feb
5430,Siskiyou County,10.72,2011,Mar
5431,Siskiyou County,3.15,2011,Apr
5432,Siskiyou County,2.66,2011,May
5433,Siskiyou County,1.66,2011,Jun
5434,Siskiyou County,0.52,2011,Jul
5435,Siskiyou County,0.02,2011,Aug
5436,Siskiyou County,0.18,2011,Sep
5437,Siskiyou County,2.22,2011,Oct
5438,Siskiyou County,2.86,2011,Noc
5439,Siskiyou County,1.54,2011,Dec
5440,Siskiyou County,6.69,2012,Jan
5441,Siskiyou County,2.55,2012,Feb
5442,Siskiyou County,10.0,2012,Mar
5443,Siskiyou County,3.9,2012,Apr
5444,Siskiyou County,0.73,2012,May
5445,Siskiyou County,1.44,2012,Jun
5446,Siskiyou County,0.31,2012,Jul
5447,Siskiyou County,0.06,2012,Aug
5448,Siskiyou County,0.0,2012,Sep
5449,Siskiyou County,1.87,2012,Oct
5450,Siskiyou County,7.36,2012,Noc
5451,Siskiyou County,10.25,2012,Dec
5452,Siskiyou County,2.34,2013,Jan
5453,Siskiyou County,0.99,2013,Feb
5454,Siskiyou County,2.64,2013,Mar
5455,Siskiyou County,1.69,2013,Apr
5456,Siskiyou County,2.11,2013,May
5457,Siskiyou County,0.82,2013,Jun
5458,Siskiyou County,0.21,2013,Jul
5459,Siskiyou County,0.55,2013,Aug
5460,Siskiyou County,2.67,2013,Sep
5461,Siskiyou County,0.19,2013,Oct
5462,Siskiyou County,1.26,2013,Noc
5463,Siskiyou County,0.65,2013,Dec
5464,Siskiyou County,1.31,2014,Jan
5465,Siskiyou County,6.28,2014,Feb
5466,Siskiyou County,6.99,2014,Mar
5467,Siskiyou County,1.22,2014,Apr
5468,Siskiyou County,0.9,2014,May
5469,Siskiyou County,0.32,2014,Jun
5470,Siskiyou County,0.3,2014,Jul
5471,Siskiyou County,0.31,2014,Aug
5472,Siskiyou County,2.41,2014,Sep
5473,Siskiyou County,4.54,2014,Oct
5474,Siskiyou County,3.54,2014,Noc
5475,Siskiyou County,8.5,2014,Dec
5476,Siskiyou County,1.67,2015,Jan
5477,Siskiyou County,7.72,2015,Feb
5478,Siskiyou County,2.5,2015,Mar
5479,Siskiyou County,1.15,2015,Apr
5480,Siskiyou County,2.09,2015,May
5481,Siskiyou County,0.52,2015,Jun
5482,Siskiyou County,1.03,2015,Jul
5483,Siskiyou County,0.15,2015,Aug
5484,Siskiyou County,0.48,2015,Sep
5485,Siskiyou County,0.86,2015,Oct
5486,Siskiyou County,2.22,2015,Noc
5487,Siskiyou County,11.95,2015,Dec
5488,Siskiyou County,10.96,2016,Jan
5489,Siskiyou County,3.01,2016,Feb
5490,Siskiyou County,9.13,2016,Mar
5491,Siskiyou County,2.06,2016,Apr
5492,Siskiyou County,1.56,2016,May
5493,Siskiyou County,1.15,2016,Jun
5494,Siskiyou County,0.2,2016,Jul
5495,Siskiyou County,0.01,2016,Aug
5496,Siskiyou County,0.08,2016,Sep
5497,Siskiyou County,10.35,2016,Oct
5498,Siskiyou County,3.98,2016,Noc
5499,Siskiyou County,6.44,2016,Dec
5500,Siskiyou County,10.61,2017,Jan
5501,Siskiyou County,11.9,2017,Feb
5502,Siskiyou County,5.29,2017,Mar
5503,Siskiyou County,4.81,2017,Apr
5504,Siskiyou County,0.76,2017,May
5505,Siskiyou County,0.89,2017,Jun
5506,Siskiyou County,0.06,2017,Jul
5507,Siskiyou County,0.46,2017,Aug
5508,Siskiyou County,0.45,2017,Sep
5509,Siskiyou County,1.07,2017,Oct
5510,Siskiyou County,6.23,2017,Noc
5511,Siskiyou County,1.09,2017,Dec
5512,Siskiyou County,4.34,2018,Jan
5513,Siskiyou County,1.22,2018,Feb
5514,Siskiyou County,5.58,2018,Mar
5515,Siskiyou County,3.66,2018,Apr
5516,Siskiyou County,1.97,2018,May
5517,Siskiyou County,0.34,2018,Jun
5518,Siskiyou County,0.29,2018,Jul
5519,Siskiyou County,0.0,2018,Aug
5520,Siskiyou County,0.21,2018,Sep
5521,Siskiyou County,0.97,2018,Oct
5522,Siskiyou County,3.36,2018,Noc
5523,Siskiyou County,4.29,2018,Dec
5524,Siskiyou County,6.39,2019,Jan
5525,Siskiyou County,11.59,2019,Feb
5526,Siskiyou County,4.18,2019,Mar
5527,Siskiyou County,3.5,2019,Apr
5528,Siskiyou County,3.27,2019,May
5529,Siskiyou County,0.13,2019,Jun
5530,Siskiyou County,0.0,2019,Jul
5531,Siskiyou County,0.78,2019,Aug
5532,Siskiyou County,1.95,2019,Sep
5533,Siskiyou County,0.94,2019,Oct
5534,Siskiyou County,1.4,2019,Noc
5535,Siskiyou County,5.36,2019,Dec
5536,Siskiyou County,6.37,2020,Jan
5537,Siskiyou County,0.43,2020,Feb
5538,Siskiyou County,2.09,2020,Mar
5539,Siskiyou County,0.93,2020,Apr
5540,Siskiyou County,3.38,2020,May
5541,Siskiyou County,0.63,2020,Jun
5542,Siskiyou County,0.35,2020,Jul
5543,Siskiyou County,0.6,2020,Aug
5544,Siskiyou County,0.11,2020,Sep
5545,Siskiyou County,0.26,2020,Oct
5546,Solano County,1.52,2011,Jan
5547,Solano County,4.0,2011,Feb
5548,Solano County,6.88,2011,Mar
5549,Solano County,0.24,2011,Apr
5550,Solano County,1.03,2011,May
5551,Solano County,0.77,2011,Jun
5552,Solano County,0.0,2011,Jul
5553,Solano County,0.0,2011,Aug
5554,Solano County,0.01,2011,Sep
5555,Solano County,1.16,2011,Oct
5556,Solano County,1.33,2011,Noc
5557,Solano County,0.22,2011,Dec
5558,Solano County,3.41,2012,Jan
5559,Solano County,1.05,2012,Feb
5560,Solano County,5.7,2012,Mar
5561,Solano County,2.29,2012,Apr
5562,Solano County,0.02,2012,May
5563,Solano County,0.05,2012,Jun
5564,Solano County,0.01,2012,Jul
5565,Solano County,0.0,2012,Aug
5566,Solano County,0.01,2012,Sep
5567,Solano County,1.08,2012,Oct
5568,Solano County,4.48,2012,Noc
5569,Solano County,6.78,2012,Dec
5570,Solano County,0.72,2013,Jan
5571,Solano County,0.28,2013,Feb
5572,Solano County,0.73,2013,Mar
5573,Solano County,0.84,2013,Apr
5574,Solano County,0.24,2013,May
5575,Solano County,0.24,2013,Jun
5576,Solano County,0.0,2013,Jul
5577,Solano County,0.0,2013,Aug
5578,Solano County,0.58,2013,Sep
5579,Solano County,0.0,2013,Oct
5580,Solano County,0.99,2013,Noc
5581,Solano County,0.48,2013,Dec
5582,Solano County,0.13,2014,Jan
5583,Solano County,5.7,2014,Feb
5584,Solano County,1.96,2014,Mar
5585,Solano County,1.88,2014,Apr
5586,Solano County,0.01,2014,May
5587,Solano County,0.0,2014,Jun
5588,Solano County,0.01,2014,Jul
5589,Solano County,0.04,2014,Aug
5590,Solano County,0.48,2014,Sep
5591,Solano County,0.48,2014,Oct
5592,Solano County,1.74,2014,Noc
5593,Solano County,9.61,2014,Dec
5594,Solano County,0.02,2015,Jan
5595,Solano County,2.54,2015,Feb
5596,Solano County,0.17,2015,Mar
5597,Solano County,1.18,2015,Apr
5598,Solano County,0.09,2015,May
5599,Solano County,0.15,2015,Jun
5600,Solano County,0.02,2015,Jul
5601,Solano County,0.01,2015,Aug
5602,Solano County,0.05,2015,Sep
5603,Solano County,0.21,2015,Oct
5604,Solano County,1.59,2015,Noc
5605,Solano County,2.71,2015,Dec
5606,Solano County,6.71,2016,Jan
5607,Solano County,0.62,2016,Feb
5608,Solano County,5.91,2016,Mar
5609,Solano County,1.0,2016,Apr
5610,Solano County,0.33,2016,May
5611,Solano County,0.0,2016,Jun
5612,Solano County,0.0,2016,Jul
5613,Solano County,0.0,2016,Aug
5614,Solano County,0.0,2016,Sep
5615,Solano County,2.94,2016,Oct
5616,Solano County,1.55,2016,Noc
5617,Solano County,3.8,2016,Dec
5618,Solano County,12.48,2017,Jan
5619,Solano County,9.13,2017,Feb
5620,Solano County,3.05,2017,Mar
5621,Solano County,2.86,2017,Apr
5622,Solano County,0.05,2017,May
5623,Solano County,0.26,2017,Jun
5624,Solano County,0.0,2017,Jul
5625,Solano County,0.01,2017,Aug
5626,Solano County,0.02,2017,Sep
5627,Solano County,0.17,2017,Oct
5628,Solano County,2.48,2017,Noc
5629,Solano County,0.06,2017,Dec
5630,Solano County,3.98,2018,Jan
5631,Solano County,0.29,2018,Feb
5632,Solano County,4.93,2018,Mar
5633,Solano County,2.3,2018,Apr
5634,Solano County,0.06,2018,May
5635,Solano County,0.0,2018,Jun
5636,Solano County,0.01,2018,Jul
5637,Solano County,0.0,2018,Aug
5638,Solano County,0.0,2018,Sep
5639,Solano County,0.2,2018,Oct
5640,Solano County,3.32,2018,Noc
5641,Solano County,2.25,2018,Dec
5642,Solano County,5.94,2019,Jan
5643,Solano County,8.8,2019,Feb
5644,Solano County,4.52,2019,Mar
5645,Solano County,0.34,2019,Apr
5646,Solano County,2.39,2019,May
5647,Solano County,0.0,2019,Jun
5648,Solano County,0.0,2019,Jul
5649,Solano County,0.0,2019,Aug
5650,Solano County,0.09,2019,Sep
5651,Solano County,0.0,2019,Oct
5652,Solano County,0.82,2019,Noc
5653,Solano County,5.89,2019,Dec
5654,Solano County,1.41,2020,Jan
5655,Solano County,0.0,2020,Feb
5656,Solano County,1.42,2020,Mar
5657,Solano County,0.93,2020,Apr
5658,Solano County,0.57,2020,May
5659,Solano County,0.0,2020,Jun
5660,Solano County,0.0,2020,Jul
5661,Solano County,0.05,2020,Aug
5662,Solano County,0.0,2020,Sep
5663,Solano County,0.0,2020,Oct
5664,Sonoma County,2.4,2011,Jan
5665,Sonoma County,6.78,2011,Feb
5666,Sonoma County,13.06,2011,Mar
5667,Sonoma County,0.71,2011,Apr
5668,Sonoma County,2.61,2011,May
5669,Sonoma County,1.38,2011,Jun
5670,Sonoma County,0.02,2011,Jul
5671,Sonoma County,0.0,2011,Aug
5672,Sonoma County,0.01,2011,Sep
5673,Sonoma County,2.46,2011,Oct
5674,Sonoma County,3.14,2011,Noc
5675,Sonoma County,0.28,2011,Dec
5676,Sonoma County,8.08,2012,Jan
5677,Sonoma County,2.3,2012,Feb
5678,Sonoma County,10.39,2012,Mar
5679,Sonoma County,2.9,2012,Apr
5680,Sonoma County,0.24,2012,May
5681,Sonoma County,0.04,2012,Jun
5682,Sonoma County,0.01,2012,Jul
5683,Sonoma County,0.0,2012,Aug
5684,Sonoma County,0.0,2012,Sep
5685,Sonoma County,2.0,2012,Oct
5686,Sonoma County,10.85,2012,Noc
5687,Sonoma County,14.22,2012,Dec
5688,Sonoma County,1.22,2013,Jan
5689,Sonoma County,0.56,2013,Feb
5690,Sonoma County,2.33,2013,Mar
5691,Sonoma County,1.67,2013,Apr
5692,Sonoma County,0.29,2013,May
5693,Sonoma County,1.21,2013,Jun
5694,Sonoma County,0.02,2013,Jul
5695,Sonoma County,0.01,2013,Aug
5696,Sonoma County,0.69,2013,Sep
5697,Sonoma County,0.0,2013,Oct
5698,Sonoma County,1.51,2013,Noc
5699,Sonoma County,0.61,2013,Dec
5700,Sonoma County,0.25,2014,Jan
5701,Sonoma County,12.65,2014,Feb
5702,Sonoma County,5.42,2014,Mar
5703,Sonoma County,1.84,2014,Apr
5704,Sonoma County,0.05,2014,May
5705,Sonoma County,0.0,2014,Jun
5706,Sonoma County,0.02,2014,Jul
5707,Sonoma County,0.08,2014,Aug
5708,Sonoma County,0.89,2014,Sep
5709,Sonoma County,1.05,2014,Oct
5710,Sonoma County,4.16,2014,Noc
5711,Sonoma County,17.78,2014,Dec
5712,Sonoma County,0.19,2015,Jan
5713,Sonoma County,5.47,2015,Feb
5714,Sonoma County,0.28,2015,Mar
5715,Sonoma County,2.07,2015,Apr
5716,Sonoma County,0.18,2015,May
5717,Sonoma County,0.18,2015,Jun
5718,Sonoma County,0.08,2015,Jul
5719,Sonoma County,0.06,2015,Aug
5720,Sonoma County,0.62,2015,Sep
5721,Sonoma County,0.18,2015,Oct
5722,Sonoma County,2.01,2015,Noc
5723,Sonoma County,10.11,2015,Dec
5724,Sonoma County,12.73,2016,Jan
5725,Sonoma County,1.33,2016,Feb
5726,Sonoma County,12.23,2016,Mar
5727,Sonoma County,1.57,2016,Apr
5728,Sonoma County,0.39,2016,May
5729,Sonoma County,0.15,2016,Jun
5730,Sonoma County,0.0,2016,Jul
5731,Sonoma County,0.01,2016,Aug
5732,Sonoma County,0.0,2016,Sep
5733,Sonoma County,8.13,2016,Oct
5734,Sonoma County,5.1,2016,Noc
5735,Sonoma County,7.92,2016,Dec
5736,Sonoma County,19.58,2017,Jan
5737,Sonoma County,15.74,2017,Feb
5738,Sonoma County,4.38,2017,Mar
5739,Sonoma County,5.3,2017,Apr
5740,Sonoma County,0.06,2017,May
5741,Sonoma County,0.42,2017,Jun
5742,Sonoma County,0.0,2017,Jul
5743,Sonoma County,0.01,2017,Aug
5744,Sonoma County,0.13,2017,Sep
5745,Sonoma County,0.44,2017,Oct
5746,Sonoma County,6.51,2017,Noc
5747,Sonoma County,0.19,2017,Dec
5748,Sonoma County,7.92,2018,Jan
5749,Sonoma County,0.59,2018,Feb
5750,Sonoma County,7.9,2018,Mar
5751,Sonoma County,6.49,2018,Apr
5752,Sonoma County,0.3,2018,May
5753,Sonoma County,0.0,2018,Jun
5754,Sonoma County,0.0,2018,Jul
5755,Sonoma County,0.01,2018,Aug
5756,Sonoma County,0.12,2018,Sep
5757,Sonoma County,1.54,2018,Oct
5758,Sonoma County,6.08,2018,Noc
5759,Sonoma County,5.07,2018,Dec
5760,Sonoma County,9.67,2019,Jan
5761,Sonoma County,19.45,2019,Feb
5762,Sonoma County,8.79,2019,Mar
5763,Sonoma County,2.4,2019,Apr
5764,Sonoma County,4.67,2019,May
5765,Sonoma County,0.0,2019,Jun
5766,Sonoma County,0.0,2019,Jul
5767,Sonoma County,0.02,2019,Aug
5768,Sonoma County,0.2,2019,Sep
5769,Sonoma County,0.05,2019,Oct
5770,Sonoma County,1.59,2019,Noc
5771,Sonoma County,11.01,2019,Dec
5772,Sonoma County,3.92,2020,Jan
5773,Sonoma County,0.01,2020,Feb
5774,Sonoma County,1.81,2020,Mar
5775,Sonoma County,1.31,2020,Apr
5776,Sonoma County,2.04,2020,May
5777,Sonoma County,0.0,2020,Jun
5778,Sonoma County,0.01,2020,Jul
5779,Sonoma County,0.2,2020,Aug
5780,Sonoma County,0.0,2020,Sep
5781,Sonoma County,0.0,2020,Oct
5782,Stanislaus County,1.31,2011,Jan
5783,Stanislaus County,2.77,2011,Feb
5784,Stanislaus County,4.25,2011,Mar
5785,Stanislaus County,0.16,2011,Apr
5786,Stanislaus County,0.79,2011,May
5787,Stanislaus County,0.5,2011,Jun
5788,Stanislaus County,0.0,2011,Jul
5789,Stanislaus County,0.0,2011,Aug
5790,Stanislaus County,0.01,2011,Sep
5791,Stanislaus County,1.15,2011,Oct
5792,Stanislaus County,0.83,2011,Noc
5793,Stanislaus County,0.12,2011,Dec
5794,Stanislaus County,1.42,2012,Jan
5795,Stanislaus County,0.87,2012,Feb
5796,Stanislaus County,2.84,2012,Mar
5797,Stanislaus County,2.02,2012,Apr
5798,Stanislaus County,0.07,2012,May
5799,Stanislaus County,0.09,2012,Jun
5800,Stanislaus County,0.01,2012,Jul
5801,Stanislaus County,0.0,2012,Aug
5802,Stanislaus County,0.02,2012,Sep
5803,Stanislaus County,0.36,2012,Oct
5804,Stanislaus County,2.13,2012,Noc
5805,Stanislaus County,4.37,2012,Dec
5806,Stanislaus County,1.07,2013,Jan
5807,Stanislaus County,0.37,2013,Feb
5808,Stanislaus County,0.86,2013,Mar
5809,Stanislaus County,0.47,2013,Apr
5810,Stanislaus County,0.09,2013,May
5811,Stanislaus County,0.06,2013,Jun
5812,Stanislaus County,0.0,2013,Jul
5813,Stanislaus County,0.0,2013,Aug
5814,Stanislaus County,0.16,2013,Sep
5815,Stanislaus County,0.04,2013,Oct
5816,Stanislaus County,0.92,2013,Noc
5817,Stanislaus County,0.33,2013,Dec
5818,Stanislaus County,0.41,2014,Jan
5819,Stanislaus County,2.84,2014,Feb
5820,Stanislaus County,1.75,2014,Mar
5821,Stanislaus County,0.89,2014,Apr
5822,Stanislaus County,0.04,2014,May
5823,Stanislaus County,0.0,2014,Jun
5824,Stanislaus County,0.0,2014,Jul
5825,Stanislaus County,0.0,2014,Aug
5826,Stanislaus County,0.22,2014,Sep
5827,Stanislaus County,0.51,2014,Oct
5828,Stanislaus County,1.52,2014,Noc
5829,Stanislaus County,6.24,2014,Dec
5830,Stanislaus County,0.02,2015,Jan
5831,Stanislaus County,1.96,2015,Feb
5832,Stanislaus County,0.23,2015,Mar
5833,Stanislaus County,0.77,2015,Apr
5834,Stanislaus County,0.23,2015,May
5835,Stanislaus County,0.02,2015,Jun
5836,Stanislaus County,0.01,2015,Jul
5837,Stanislaus County,0.01,2015,Aug
5838,Stanislaus County,0.01,2015,Sep
5839,Stanislaus County,0.39,2015,Oct
5840,Stanislaus County,2.51,2015,Noc
5841,Stanislaus County,2.47,2015,Dec
5842,Stanislaus County,5.05,2016,Jan
5843,Stanislaus County,0.63,2016,Feb
5844,Stanislaus County,4.07,2016,Mar
5845,Stanislaus County,1.94,2016,Apr
5846,Stanislaus County,0.33,2016,May
5847,Stanislaus County,0.0,2016,Jun
5848,Stanislaus County,0.0,2016,Jul
5849,Stanislaus County,0.0,2016,Aug
5850,Stanislaus County,0.0,2016,Sep
5851,Stanislaus County,2.54,2016,Oct
5852,Stanislaus County,1.2,2016,Noc
5853,Stanislaus County,2.28,2016,Dec
5854,Stanislaus County,6.98,2017,Jan
5855,Stanislaus County,4.92,2017,Feb
5856,Stanislaus County,1.8,2017,Mar
5857,Stanislaus County,1.55,2017,Apr
5858,Stanislaus County,0.12,2017,May
5859,Stanislaus County,0.02,2017,Jun
5860,Stanislaus County,0.0,2017,Jul
5861,Stanislaus County,0.0,2017,Aug
5862,Stanislaus County,0.03,2017,Sep
5863,Stanislaus County,0.12,2017,Oct
5864,Stanislaus County,1.21,2017,Noc
5865,Stanislaus County,0.07,2017,Dec
5866,Stanislaus County,2.89,2018,Jan
5867,Stanislaus County,0.49,2018,Feb
5868,Stanislaus County,3.27,2018,Mar
5869,Stanislaus County,1.77,2018,Apr
5870,Stanislaus County,0.12,2018,May
5871,Stanislaus County,0.0,2018,Jun
5872,Stanislaus County,0.0,2018,Jul
5873,Stanislaus County,0.0,2018,Aug
5874,Stanislaus County,0.0,2018,Sep
5875,Stanislaus County,0.16,2018,Oct
5876,Stanislaus County,2.84,2018,Noc
5877,Stanislaus County,2.03,2018,Dec
5878,Stanislaus County,2.89,2019,Jan
5879,Stanislaus County,4.82,2019,Feb
5880,Stanislaus County,3.01,2019,Mar
5881,Stanislaus County,0.35,2019,Apr
5882,Stanislaus County,1.89,2019,May
5883,Stanislaus County,0.0,2019,Jun
5884,Stanislaus County,0.0,2019,Jul
5885,Stanislaus County,0.0,2019,Aug
5886,Stanislaus County,0.09,2019,Sep
5887,Stanislaus County,0.0,2019,Oct
5888,Stanislaus County,0.69,2019,Noc
5889,Stanislaus County,4.03,2019,Dec
5890,Stanislaus County,0.92,2020,Jan
5891,Stanislaus County,0.0,2020,Feb
5892,Stanislaus County,2.46,2020,Mar
5893,Stanislaus County,1.22,2020,Apr
5894,Stanislaus County,0.31,2020,May
5895,Stanislaus County,0.01,2020,Jun
5896,Stanislaus County,0.0,2020,Jul
5897,Stanislaus County,0.01,2020,Aug
5898,Stanislaus County,0.0,2020,Sep
5899,Stanislaus County,0.0,2020,Oct
5900,Sutter County,1.49,2011,Jan
5901,Sutter County,4.11,2011,Feb
5902,Sutter County,6.59,2011,Mar
5903,Sutter County,0.45,2011,Apr
5904,Sutter County,1.97,2011,May
5905,Sutter County,1.1,2011,Jun
5906,Sutter County,0.0,2011,Jul
5907,Sutter County,0.0,2011,Aug
5908,Sutter County,0.02,2011,Sep
5909,Sutter County,1.28,2011,Oct
5910,Sutter County,1.02,2011,Noc
5911,Sutter County,0.14,2011,Dec
5912,Sutter County,3.61,2012,Jan
5913,Sutter County,1.05,2012,Feb
5914,Sutter County,4.31,2012,Mar
5915,Sutter County,2.44,2012,Apr
5916,Sutter County,0.01,2012,May
5917,Sutter County,0.06,2012,Jun
5918,Sutter County,0.01,2012,Jul
5919,Sutter County,0.0,2012,Aug
5920,Sutter County,0.0,2012,Sep
5921,Sutter County,1.38,2012,Oct
5922,Sutter County,4.32,2012,Noc
5923,Sutter County,5.59,2012,Dec
5924,Sutter County,0.87,2013,Jan
5925,Sutter County,0.47,2013,Feb
5926,Sutter County,1.67,2013,Mar
5927,Sutter County,0.7,2013,Apr
5928,Sutter County,0.31,2013,May
5929,Sutter County,0.56,2013,Jun
5930,Sutter County,0.0,2013,Jul
5931,Sutter County,0.0,2013,Aug
5932,Sutter County,0.77,2013,Sep
5933,Sutter County,0.03,2013,Oct
5934,Sutter County,0.99,2013,Noc
5935,Sutter County,0.2,2013,Dec
5936,Sutter County,0.31,2014,Jan
5937,Sutter County,4.55,2014,Feb
5938,Sutter County,2.21,2014,Mar
5939,Sutter County,1.21,2014,Apr
5940,Sutter County,0.14,2014,May
5941,Sutter County,0.0,2014,Jun
5942,Sutter County,0.0,2014,Jul
5943,Sutter County,0.04,2014,Aug
5944,Sutter County,0.45,2014,Sep
5945,Sutter County,0.45,2014,Oct
5946,Sutter County,1.86,2014,Noc
5947,Sutter County,8.81,2014,Dec
5948,Sutter County,0.1,2015,Jan
5949,Sutter County,2.49,2015,Feb
5950,Sutter County,0.17,2015,Mar
5951,Sutter County,1.52,2015,Apr
5952,Sutter County,0.03,2015,May
5953,Sutter County,0.03,2015,Jun
5954,Sutter County,0.01,2015,Jul
5955,Sutter County,0.01,2015,Aug
5956,Sutter County,0.04,2015,Sep
5957,Sutter County,0.08,2015,Oct
5958,Sutter County,2.36,2015,Noc
5959,Sutter County,2.03,2015,Dec
5960,Sutter County,5.42,2016,Jan
5961,Sutter County,0.72,2016,Feb
5962,Sutter County,6.8,2016,Mar
5963,Sutter County,0.59,2016,Apr
5964,Sutter County,0.47,2016,May
5965,Sutter County,0.01,2016,Jun
5966,Sutter County,0.0,2016,Jul
5967,Sutter County,0.0,2016,Aug
5968,Sutter County,0.0,2016,Sep
5969,Sutter County,2.65,2016,Oct
5970,Sutter County,1.59,2016,Noc
5971,Sutter County,3.14,2016,Dec
5972,Sutter County,9.03,2017,Jan
5973,Sutter County,7.47,2017,Feb
5974,Sutter County,2.63,2017,Mar
5975,Sutter County,2.62,2017,Apr
5976,Sutter County,0.14,2017,May
5977,Sutter County,0.47,2017,Jun
5978,Sutter County,0.0,2017,Jul
5979,Sutter County,0.0,2017,Aug
5980,Sutter County,0.01,2017,Sep
5981,Sutter County,0.29,2017,Oct
5982,Sutter County,2.65,2017,Noc
5983,Sutter County,0.1,2017,Dec
5984,Sutter County,4.38,2018,Jan
5985,Sutter County,0.43,2018,Feb
5986,Sutter County,4.96,2018,Mar
5987,Sutter County,2.37,2018,Apr
5988,Sutter County,0.13,2018,May
5989,Sutter County,0.0,2018,Jun
5990,Sutter County,0.0,2018,Jul
5991,Sutter County,0.0,2018,Aug
5992,Sutter County,0.0,2018,Sep
5993,Sutter County,0.24,2018,Oct
5994,Sutter County,2.57,2018,Noc
5995,Sutter County,2.53,2018,Dec
5996,Sutter County,5.22,2019,Jan
5997,Sutter County,9.07,2019,Feb
5998,Sutter County,3.94,2019,Mar
5999,Sutter County,0.57,2019,Apr
6000,Sutter County,3.07,2019,May
6001,Sutter County,0.02,2019,Jun
6002,Sutter County,0.0,2019,Jul
6003,Sutter County,0.0,2019,Aug
6004,Sutter County,0.34,2019,Sep
6005,Sutter County,0.0,2019,Oct
6006,Sutter County,0.53,2019,Noc
6007,Sutter County,5.47,2019,Dec
6008,Sutter County,1.45,2020,Jan
6009,Sutter County,0.01,2020,Feb
6010,Sutter County,1.27,2020,Mar
6011,Sutter County,0.85,2020,Apr
6012,Sutter County,0.78,2020,May
6013,Sutter County,0.02,2020,Jun
6014,Sutter County,0.0,2020,Jul
6015,Sutter County,0.05,2020,Aug
6016,Sutter County,0.0,2020,Sep
6017,Sutter County,0.0,2020,Oct
6018,Tehama County,1.79,2011,Jan
6019,Tehama County,4.67,2011,Feb
6020,Tehama County,9.91,2011,Mar
6021,Tehama County,1.44,2011,Apr
6022,Tehama County,3.14,2011,May
6023,Tehama County,2.0,2011,Jun
6024,Tehama County,0.02,2011,Jul
6025,Tehama County,0.0,2011,Aug
6026,Tehama County,0.09,2011,Sep
6027,Tehama County,2.79,2011,Oct
6028,Tehama County,3.46,2011,Noc
6029,Tehama County,0.27,2011,Dec
6030,Tehama County,6.17,2012,Jan
6031,Tehama County,2.26,2012,Feb
6032,Tehama County,9.03,2012,Mar
6033,Tehama County,3.73,2012,Apr
6034,Tehama County,0.36,2012,May
6035,Tehama County,0.49,2012,Jun
6036,Tehama County,0.01,2012,Jul
6037,Tehama County,0.01,2012,Aug
6038,Tehama County,0.0,2012,Sep
6039,Tehama County,1.34,2012,Oct
6040,Tehama County,7.86,2012,Noc
6041,Tehama County,11.83,2012,Dec
6042,Tehama County,1.37,2013,Jan
6043,Tehama County,0.68,2013,Feb
6044,Tehama County,2.22,2013,Mar
6045,Tehama County,1.37,2013,Apr
6046,Tehama County,0.85,2013,May
6047,Tehama County,1.17,2013,Jun
6048,Tehama County,0.04,2013,Jul
6049,Tehama County,0.04,2013,Aug
6050,Tehama County,1.11,2013,Sep
6051,Tehama County,0.27,2013,Oct
6052,Tehama County,1.92,2013,Noc
6053,Tehama County,0.38,2013,Dec
6054,Tehama County,0.5,2014,Jan
6055,Tehama County,8.55,2014,Feb
6056,Tehama County,7.79,2014,Mar
6057,Tehama County,1.3,2014,Apr
6058,Tehama County,0.51,2014,May
6059,Tehama County,0.04,2014,Jun
6060,Tehama County,0.08,2014,Jul
6061,Tehama County,0.4,2014,Aug
6062,Tehama County,1.65,2014,Sep
6063,Tehama County,2.05,2014,Oct
6064,Tehama County,4.28,2014,Noc
6065,Tehama County,15.19,2014,Dec
6066,Tehama County,0.25,2015,Jan
6067,Tehama County,4.29,2015,Feb
6068,Tehama County,1.04,2015,Mar
6069,Tehama County,1.76,2015,Apr
6070,Tehama County,0.61,2015,May
6071,Tehama County,0.33,2015,Jun
6072,Tehama County,0.18,2015,Jul
6073,Tehama County,0.04,2015,Aug
6074,Tehama County,0.4,2015,Sep
6075,Tehama County,0.62,2015,Oct
6076,Tehama County,2.64,2015,Noc
6077,Tehama County,7.4,2015,Dec
6078,Tehama County,12.23,2016,Jan
6079,Tehama County,1.6,2016,Feb
6080,Tehama County,9.8,2016,Mar
6081,Tehama County,2.07,2016,Apr
6082,Tehama County,1.47,2016,May
6083,Tehama County,1.21,2016,Jun
6084,Tehama County,0.01,2016,Jul
6085,Tehama County,0.0,2016,Aug
6086,Tehama County,0.02,2016,Sep
6087,Tehama County,7.15,2016,Oct
6088,Tehama County,5.1,2016,Noc
6089,Tehama County,7.33,2016,Dec
6090,Tehama County,11.81,2017,Jan
6091,Tehama County,11.25,2017,Feb
6092,Tehama County,4.12,2017,Mar
