,County,Temp,Year,Month
1841,Kings County,65.8,2016,Oct
1842,Kings County,57.1,2016,Noc
1843,Kings County,47.2,2016,Dec
1844,Kings County,47.2,2017,Jan
1845,Kings County,52.8,2017,Feb
1846,Kings County,57.7,2017,Mar
1847,Kings County,61.7,2017,Apr
1848,Kings County,70.1,2017,May
1849,Kings County,79.4,2017,Jun
1850,Kings County,84.8,2017,Jul
1851,Kings County,84.5,2017,Aug
1852,Kings County,76.8,2017,Sep
1853,Kings County,66.2,2017,Oct
1854,Kings County,57.4,2017,Noc
1855,Kings County,48.8,2017,Dec
1856,Kings County,51.3,2018,Jan
1857,Kings County,51.7,2018,Feb
1858,Kings County,55.4,2018,Mar
1859,Kings County,63.7,2018,Apr
1860,Kings County,69.1,2018,May
1861,Kings County,77.0,2018,Jun
1862,Kings County,85.4,2018,Jul
1863,Kings County,81.1,2018,Aug
1864,Kings County,75.9,2018,Sep
1865,Kings County,66.3,2018,Oct
1866,Kings County,56.8,2018,Noc
1867,Kings County,48.3,2018,Dec
1868,Kings County,50.2,2019,Jan
1869,Kings County,48.6,2019,Feb
1870,Kings County,56.1,2019,Mar
1871,Kings County,65.5,2019,Apr
1872,Kings County,65.4,2019,May
1873,Kings County,79.0,2019,Jun
1874,Kings County,81.9,2019,Jul
1875,Kings County,82.2,2019,Aug
1876,Kings County,74.9,2019,Sep
1877,Kings County,63.1,2019,Oct
1878,Kings County,56.1,2019,Noc
1879,Kings County,49.7,2019,Dec
1880,Kings County,47.5,2020,Jan
1881,Kings County,53.2,2020,Feb
1882,Kings County,54.8,2020,Mar
1883,Kings County,63.0,2020,Apr
1884,Kings County,71.7,2020,May
1885,Kings County,76.5,2020,Jun
1886,Kings County,81.7,2020,Jul
1887,Kings County,84.3,2020,Aug
1888,Kings County,78.4,2020,Sep
1889,Kings County,70.4,2020,Oct
1890,Lake County,46.6,2011,Jan
1891,Lake County,43.5,2011,Feb
1892,Lake County,44.8,2011,Mar
1893,Lake County,49.9,2011,Apr
1894,Lake County,55.0,2011,May
1895,Lake County,64.3,2011,Jun
1896,Lake County,72.1,2011,Jul
1897,Lake County,72.3,2011,Aug
1898,Lake County,71.6,2011,Sep
1899,Lake County,60.2,2011,Oct
1900,Lake County,47.2,2011,Noc
1901,Lake County,44.4,2011,Dec
1902,Lake County,46.0,2012,Jan
1903,Lake County,45.9,2012,Feb
1904,Lake County,44.8,2012,Mar
1905,Lake County,51.9,2012,Apr
1906,Lake County,60.7,2012,May
1907,Lake County,64.9,2012,Jun
1908,Lake County,72.2,2012,Jul
1909,Lake County,75.4,2012,Aug
1910,Lake County,70.4,2012,Sep
1911,Lake County,59.9,2012,Oct
1912,Lake County,50.6,2012,Noc
1913,Lake County,42.6,2012,Dec
1914,Lake County,43.8,2013,Jan
1915,Lake County,46.1,2013,Feb
1916,Lake County,50.7,2013,Mar
1917,Lake County,57.0,2013,Apr
1918,Lake County,60.6,2013,May
1919,Lake County,68.5,2013,Jun
1920,Lake County,76.0,2013,Jul
1921,Lake County,71.5,2013,Aug
1922,Lake County,65.9,2013,Sep
1923,Lake County,59.2,2013,Oct
1924,Lake County,52.4,2013,Noc
1925,Lake County,46.6,2013,Dec
1926,Lake County,52.4,2014,Jan
1927,Lake County,47.4,2014,Feb
1928,Lake County,51.6,2014,Mar
1929,Lake County,56.1,2014,Apr
1930,Lake County,61.9,2014,May
1931,Lake County,70.3,2014,Jun
1932,Lake County,76.6,2014,Jul
1933,Lake County,73.6,2014,Aug
1934,Lake County,69.6,2014,Sep
1935,Lake County,62.6,2014,Oct
1936,Lake County,51.9,2014,Noc
1937,Lake County,46.9,2014,Dec
1938,Lake County,51.1,2015,Jan
1939,Lake County,52.9,2015,Feb
1940,Lake County,55.7,2015,Mar
1941,Lake County,55.1,2015,Apr
1942,Lake County,59.5,2015,May
1943,Lake County,73.0,2015,Jun
1944,Lake County,73.9,2015,Jul
1945,Lake County,73.1,2015,Aug
1946,Lake County,69.7,2015,Sep
1947,Lake County,65.1,2015,Oct
1948,Lake County,47.6,2015,Noc
1949,Lake County,42.5,2015,Dec
1950,Lake County,43.6,2016,Jan
1951,Lake County,51.8,2016,Feb
1952,Lake County,49.3,2016,Mar
1953,Lake County,55.4,2016,Apr
1954,Lake County,60.7,2016,May
1955,Lake County,69.4,2016,Jun
1956,Lake County,73.8,2016,Jul
1957,Lake County,74.4,2016,Aug
1958,Lake County,69.1,2016,Sep
1959,Lake County,56.2,2016,Oct
1960,Lake County,50.1,2016,Noc
1961,Lake County,42.5,2016,Dec
1962,Lake County,42.0,2017,Jan
1963,Lake County,44.8,2017,Feb
1964,Lake County,50.5,2017,Mar
1965,Lake County,50.8,2017,Apr
1966,Lake County,61.7,2017,May
1967,Lake County,69.9,2017,Jun
1968,Lake County,76.7,2017,Jul
1969,Lake County,77.6,2017,Aug
1970,Lake County,69.3,2017,Sep
1971,Lake County,61.5,2017,Oct
1972,Lake County,49.0,2017,Noc
1973,Lake County,48.3,2017,Dec
1974,Lake County,46.9,2018,Jan
1975,Lake County,47.5,2018,Feb
1976,Lake County,46.4,2018,Mar
1977,Lake County,52.8,2018,Apr
1978,Lake County,60.7,2018,May
1979,Lake County,69.1,2018,Jun
1980,Lake County,78.0,2018,Jul
1981,Lake County,73.4,2018,Aug
1982,Lake County,68.3,2018,Sep
1983,Lake County,61.4,2018,Oct
1984,Lake County,53.0,2018,Noc
1985,Lake County,44.6,2018,Dec
1986,Lake County,46.6,2019,Jan
1987,Lake County,38.9,2019,Feb
1988,Lake County,46.2,2019,Mar
1989,Lake County,56.4,2019,Apr
1990,Lake County,57.2,2019,May
1991,Lake County,70.2,2019,Jun
1992,Lake County,73.1,2019,Jul
1993,Lake County,74.8,2019,Aug
1994,Lake County,66.4,2019,Sep
1995,Lake County,59.1,2019,Oct
1996,Lake County,54.2,2019,Noc
1997,Lake County,44.3,2019,Dec
1998,Lake County,44.5,2020,Jan
1999,Lake County,51.0,2020,Feb
2000,Lake County,46.2,2020,Mar
2001,Lake County,55.4,2020,Apr
2002,Lake County,60.8,2020,May
2003,Lake County,69.0,2020,Jun
2004,Lake County,75.2,2020,Jul
2005,Lake County,77.2,2020,Aug
2006,Lake County,72.5,2020,Sep
2007,Lake County,67.4,2020,Oct
2008,Lassen County,33.3,2011,Jan
2009,Lassen County,30.4,2011,Feb
2010,Lassen County,35.9,2011,Mar
2011,Lassen County,39.6,2011,Apr
2012,Lassen County,45.6,2011,May
2013,Lassen County,55.9,2011,Jun
2014,Lassen County,64.8,2011,Jul
2015,Lassen County,65.6,2011,Aug
2016,Lassen County,62.8,2011,Sep
2017,Lassen County,49.4,2011,Oct
2018,Lassen County,35.9,2011,Noc
2019,Lassen County,31.2,2011,Dec
2020,Lassen County,34.0,2012,Jan
2021,Lassen County,33.2,2012,Feb
2022,Lassen County,37.2,2012,Mar
2023,Lassen County,44.8,2012,Apr
2024,Lassen County,52.2,2012,May
2025,Lassen County,57.6,2012,Jun
2026,Lassen County,67.0,2012,Jul
2027,Lassen County,69.0,2012,Aug
2028,Lassen County,63.4,2012,Sep
2029,Lassen County,51.1,2012,Oct
2030,Lassen County,40.2,2012,Noc
2031,Lassen County,29.4,2012,Dec
2032,Lassen County,25.4,2013,Jan
2033,Lassen County,33.0,2013,Feb
2034,Lassen County,41.3,2013,Mar
2035,Lassen County,45.4,2013,Apr
2036,Lassen County,51.9,2013,May
2037,Lassen County,61.4,2013,Jun
2038,Lassen County,70.8,2013,Jul
2039,Lassen County,65.2,2013,Aug
2040,Lassen County,57.9,2013,Sep
2041,Lassen County,46.0,2013,Oct
2042,Lassen County,40.1,2013,Noc
2043,Lassen County,28.8,2013,Dec
2044,Lassen County,37.3,2014,Jan
2045,Lassen County,37.3,2014,Feb
2046,Lassen County,40.3,2014,Mar
2047,Lassen County,45.7,2014,Apr
2048,Lassen County,53.2,2014,May
2049,Lassen County,61.4,2014,Jun
2050,Lassen County,72.0,2014,Jul
2051,Lassen County,66.2,2014,Aug
2052,Lassen County,61.2,2014,Sep
2053,Lassen County,51.6,2014,Oct
2054,Lassen County,40.1,2014,Noc
2055,Lassen County,35.1,2014,Dec
2056,Lassen County,38.0,2015,Jan
2057,Lassen County,41.3,2015,Feb
2058,Lassen County,44.9,2015,Mar
2059,Lassen County,44.3,2015,Apr
2060,Lassen County,51.6,2015,May
2061,Lassen County,65.8,2015,Jun
2062,Lassen County,66.6,2015,Jul
2063,Lassen County,66.7,2015,Aug
2064,Lassen County,60.5,2015,Sep
2065,Lassen County,53.8,2015,Oct
2066,Lassen County,33.5,2015,Noc
2067,Lassen County,29.9,2015,Dec
2068,Lassen County,31.4,2016,Jan
2069,Lassen County,38.8,2016,Feb
2070,Lassen County,39.8,2016,Mar
2071,Lassen County,47.5,2016,Apr
2072,Lassen County,51.8,2016,May
2073,Lassen County,61.6,2016,Jun
2074,Lassen County,67.0,2016,Jul
2075,Lassen County,68.3,2016,Aug
2076,Lassen County,59.1,2016,Sep
2077,Lassen County,47.5,2016,Oct
2078,Lassen County,40.0,2016,Noc
2079,Lassen County,29.4,2016,Dec
2080,Lassen County,27.3,2017,Jan
2081,Lassen County,34.2,2017,Feb
2082,Lassen County,40.9,2017,Mar
2083,Lassen County,42.1,2017,Apr
2084,Lassen County,53.4,2017,May
2085,Lassen County,61.8,2017,Jun
2086,Lassen County,70.0,2017,Jul
2087,Lassen County,70.1,2017,Aug
2088,Lassen County,58.8,2017,Sep
2089,Lassen County,47.3,2017,Oct
2090,Lassen County,40.5,2017,Noc
2091,Lassen County,33.0,2017,Dec
2092,Lassen County,37.1,2018,Jan
2093,Lassen County,31.5,2018,Feb
2094,Lassen County,35.4,2018,Mar
2095,Lassen County,44.0,2018,Apr
2096,Lassen County,53.4,2018,May
2097,Lassen County,60.2,2018,Jun
2098,Lassen County,71.0,2018,Jul
2099,Lassen County,67.0,2018,Aug
2100,Lassen County,59.0,2018,Sep
2101,Lassen County,47.9,2018,Oct
2102,Lassen County,38.7,2018,Noc
2103,Lassen County,31.2,2018,Dec
2104,Lassen County,33.9,2019,Jan
2105,Lassen County,27.1,2019,Feb
2106,Lassen County,35.9,2019,Mar
2107,Lassen County,46.5,2019,Apr
2108,Lassen County,49.6,2019,May
2109,Lassen County,59.8,2019,Jun
2110,Lassen County,66.1,2019,Jul
2111,Lassen County,67.3,2019,Aug
2112,Lassen County,55.9,2019,Sep
2113,Lassen County,43.8,2019,Oct
2114,Lassen County,40.8,2019,Noc
2115,Lassen County,32.8,2019,Dec
2116,Lassen County,34.1,2020,Jan
2117,Lassen County,36.1,2020,Feb
2118,Lassen County,36.1,2020,Mar
2119,Lassen County,45.8,2020,Apr
2120,Lassen County,52.5,2020,May
2121,Lassen County,59.5,2020,Jun
2122,Lassen County,68.4,2020,Jul
2123,Lassen County,69.4,2020,Aug
2124,Lassen County,63.8,2020,Sep
2125,Lassen County,53.1,2020,Oct
2126,Los Angeles County,51.5,2011,Jan
2127,Los Angeles County,47.9,2011,Feb
2128,Los Angeles County,53.6,2011,Mar
2129,Los Angeles County,57.8,2011,Apr
2130,Los Angeles County,60.4,2011,May
2131,Los Angeles County,67.1,2011,Jun
2132,Los Angeles County,74.7,2011,Jul
2133,Los Angeles County,76.0,2011,Aug
2134,Los Angeles County,72.9,2011,Sep
2135,Los Angeles County,64.8,2011,Oct
2136,Los Angeles County,53.5,2011,Noc
2137,Los Angeles County,48.4,2011,Dec
2138,Los Angeles County,53.6,2012,Jan
2139,Los Angeles County,51.1,2012,Feb
2140,Los Angeles County,52.8,2012,Mar
2141,Los Angeles County,58.8,2012,Apr
2142,Los Angeles County,65.6,2012,May
2143,Los Angeles County,70.0,2012,Jun
2144,Los Angeles County,74.3,2012,Jul
2145,Los Angeles County,79.8,2012,Aug
2146,Los Angeles County,76.3,2012,Sep
2147,Los Angeles County,66.3,2012,Oct
2148,Los Angeles County,57.6,2012,Noc
2149,Los Angeles County,48.7,2012,Dec
2150,Los Angeles County,48.3,2013,Jan
2151,Los Angeles County,50.2,2013,Feb
2152,Los Angeles County,58.2,2013,Mar
2153,Los Angeles County,61.1,2013,Apr
2154,Los Angeles County,65.9,2013,May
2155,Los Angeles County,72.7,2013,Jun
2156,Los Angeles County,76.8,2013,Jul
2157,Los Angeles County,75.5,2013,Aug
2158,Los Angeles County,73.2,2013,Sep
2159,Los Angeles County,62.5,2013,Oct
2160,Los Angeles County,57.2,2013,Noc
2161,Los Angeles County,51.6,2013,Dec
2162,Los Angeles County,56.9,2014,Jan
2163,Los Angeles County,55.6,2014,Feb
2164,Los Angeles County,58.0,2014,Mar
2165,Los Angeles County,60.8,2014,Apr
2166,Los Angeles County,67.2,2014,May
2167,Los Angeles County,72.0,2014,Jun
2168,Los Angeles County,77.4,2014,Jul
2169,Los Angeles County,75.6,2014,Aug
2170,Los Angeles County,75.0,2014,Sep
2171,Los Angeles County,68.7,2014,Oct
2172,Los Angeles County,59.1,2014,Noc
2173,Los Angeles County,51.6,2014,Dec
2174,Los Angeles County,54.5,2015,Jan
2175,Los Angeles County,58.4,2015,Feb
2176,Los Angeles County,61.9,2015,Mar
2177,Los Angeles County,60.2,2015,Apr
2178,Los Angeles County,60.8,2015,May
2179,Los Angeles County,73.9,2015,Jun
2180,Los Angeles County,73.8,2015,Jul
2181,Los Angeles County,77.9,2015,Aug
2182,Los Angeles County,75.2,2015,Sep
2183,Los Angeles County,69.3,2015,Oct
2184,Los Angeles County,54.1,2015,Noc
2185,Los Angeles County,48.7,2015,Dec
2186,Los Angeles County,50.0,2016,Jan
2187,Los Angeles County,58.7,2016,Feb
2188,Los Angeles County,57.1,2016,Mar
2189,Los Angeles County,60.8,2016,Apr
2190,Los Angeles County,62.5,2016,May
2191,Los Angeles County,75.0,2016,Jun
2192,Los Angeles County,77.6,2016,Jul
2193,Los Angeles County,76.8,2016,Aug
2194,Los Angeles County,71.5,2016,Sep
2195,Los Angeles County,65.4,2016,Oct
2196,Los Angeles County,59.0,2016,Noc
2197,Los Angeles County,50.5,2016,Dec
2198,Los Angeles County,48.0,2017,Jan
2199,Los Angeles County,51.9,2017,Feb
2200,Los Angeles County,58.6,2017,Mar
2201,Los Angeles County,61.1,2017,Apr
2202,Los Angeles County,64.3,2017,May
2203,Los Angeles County,73.8,2017,Jun
2204,Los Angeles County,79.1,2017,Jul
2205,Los Angeles County,77.8,2017,Aug
2206,Los Angeles County,71.2,2017,Sep
2207,Los Angeles County,67.9,2017,Oct
2208,Los Angeles County,60.5,2017,Noc
2209,Los Angeles County,55.1,2017,Dec
2210,Los Angeles County,55.6,2018,Jan
2211,Los Angeles County,52.4,2018,Feb
2212,Los Angeles County,53.4,2018,Mar
2213,Los Angeles County,60.7,2018,Apr
2214,Los Angeles County,62.4,2018,May
2215,Los Angeles County,71.4,2018,Jun
2216,Los Angeles County,80.8,2018,Jul
2217,Los Angeles County,78.0,2018,Aug
2218,Los Angeles County,73.3,2018,Sep
2219,Los Angeles County,64.6,2018,Oct
2220,Los Angeles County,58.4,2018,Noc
2221,Los Angeles County,50.9,2018,Dec
2222,Los Angeles County,50.7,2019,Jan
2223,Los Angeles County,45.1,2019,Feb
2224,Los Angeles County,53.0,2019,Mar
2225,Los Angeles County,60.4,2019,Apr
2226,Los Angeles County,58.4,2019,May
2227,Los Angeles County,70.4,2019,Jun
2228,Los Angeles County,75.8,2019,Jul
2229,Los Angeles County,76.8,2019,Aug
2230,Los Angeles County,71.8,2019,Sep
2231,Los Angeles County,64.5,2019,Oct
2232,Los Angeles County,57.9,2019,Noc
2233,Los Angeles County,48.7,2019,Dec
2234,Los Angeles County,51.6,2020,Jan
2235,Los Angeles County,54.6,2020,Feb
2236,Los Angeles County,51.1,2020,Mar
2237,Los Angeles County,58.6,2020,Apr
2238,Los Angeles County,66.7,2020,May
2239,Los Angeles County,70.3,2020,Jun
2240,Los Angeles County,75.6,2020,Jul
2241,Los Angeles County,79.5,2020,Aug
2242,Los Angeles County,77.5,2020,Sep
2243,Los Angeles County,70.4,2020,Oct
2244,Madera County,42.1,2011,Jan
2245,Madera County,41.0,2011,Feb
2246,Madera County,45.5,2011,Mar
2247,Madera County,50.5,2011,Apr
2248,Madera County,54.6,2011,May
2249,Madera County,63.7,2011,Jun
2250,Madera County,72.2,2011,Jul
2251,Madera County,72.7,2011,Aug
2252,Madera County,70.5,2011,Sep
2253,Madera County,59.0,2011,Oct
2254,Madera County,46.1,2011,Noc
2255,Madera County,40.2,2011,Dec
2256,Madera County,44.0,2012,Jan
2257,Madera County,43.9,2012,Feb
2258,Madera County,46.9,2012,Mar
2259,Madera County,52.5,2012,Apr
2260,Madera County,61.3,2012,May
2261,Madera County,67.3,2012,Jun
2262,Madera County,73.1,2012,Jul
2263,Madera County,76.6,2012,Aug
2264,Madera County,71.6,2012,Sep
2265,Madera County,59.5,2012,Oct
2266,Madera County,50.0,2012,Noc
2267,Madera County,41.0,2012,Dec
2268,Madera County,39.7,2013,Jan
2269,Madera County,42.6,2013,Feb
2270,Madera County,51.7,2013,Mar
2271,Madera County,55.8,2013,Apr
2272,Madera County,61.3,2013,May
2273,Madera County,70.7,2013,Jun
2274,Madera County,76.8,2013,Jul
2275,Madera County,72.5,2013,Aug
2276,Madera County,67.2,2013,Sep
2277,Madera County,56.2,2013,Oct
2278,Madera County,50.0,2013,Noc
2279,Madera County,41.5,2013,Dec
2280,Madera County,47.6,2014,Jan
2281,Madera County,47.3,2014,Feb
2282,Madera County,51.5,2014,Mar
2283,Madera County,55.5,2014,Apr
2284,Madera County,62.2,2014,May
2285,Madera County,69.9,2014,Jun
2286,Madera County,76.6,2014,Jul
2287,Madera County,73.4,2014,Aug
2288,Madera County,70.0,2014,Sep
2289,Madera County,62.4,2014,Oct
2290,Madera County,50.3,2014,Noc
2291,Madera County,45.0,2014,Dec
2292,Madera County,45.2,2015,Jan
2293,Madera County,50.6,2015,Feb
2294,Madera County,54.8,2015,Mar
2295,Madera County,54.3,2015,Apr
2296,Madera County,58.6,2015,May
2297,Madera County,72.8,2015,Jun
2298,Madera County,73.7,2015,Jul
2299,Madera County,74.2,2015,Aug
2300,Madera County,70.0,2015,Sep
2301,Madera County,62.4,2015,Oct
2302,Madera County,44.7,2015,Noc
2303,Madera County,39.3,2015,Dec
2304,Madera County,42.7,2016,Jan
2305,Madera County,48.9,2016,Feb
2306,Madera County,49.8,2016,Mar
2307,Madera County,55.2,2016,Apr
2308,Madera County,60.4,2016,May
2309,Madera County,71.3,2016,Jun
2310,Madera County,74.8,2016,Jul
2311,Madera County,73.8,2016,Aug
2312,Madera County,67.3,2016,Sep
2313,Madera County,58.2,2016,Oct
2314,Madera County,50.6,2016,Noc
2315,Madera County,41.5,2016,Dec
2316,Madera County,40.1,2017,Jan
2317,Madera County,45.3,2017,Feb
2318,Madera County,49.7,2017,Mar
2319,Madera County,52.5,2017,Apr
2320,Madera County,61.2,2017,May
2321,Madera County,70.3,2017,Jun
2322,Madera County,77.0,2017,Jul
2323,Madera County,75.8,2017,Aug
2324,Madera County,67.3,2017,Sep
2325,Madera County,58.4,2017,Oct
2326,Madera County,51.2,2017,Noc
2327,Madera County,44.8,2017,Dec
2328,Madera County,46.7,2018,Jan
2329,Madera County,44.3,2018,Feb
2330,Madera County,46.2,2018,Mar
2331,Madera County,54.0,2018,Apr
2332,Madera County,60.1,2018,May
2333,Madera County,69.3,2018,Jun
2334,Madera County,77.6,2018,Jul
2335,Madera County,73.6,2018,Aug
2336,Madera County,68.6,2018,Sep
2337,Madera County,58.2,2018,Oct
2338,Madera County,50.8,2018,Noc
2339,Madera County,43.1,2018,Dec
2340,Madera County,44.5,2019,Jan
2341,Madera County,38.9,2019,Feb
2342,Madera County,46.4,2019,Mar
2343,Madera County,55.7,2019,Apr
2344,Madera County,55.4,2019,May
2345,Madera County,69.7,2019,Jun
2346,Madera County,73.5,2019,Jul
2347,Madera County,74.5,2019,Aug
2348,Madera County,66.8,2019,Sep
2349,Madera County,56.4,2019,Oct
2350,Madera County,51.1,2019,Noc
2351,Madera County,43.4,2019,Dec
2352,Madera County,42.8,2020,Jan
2353,Madera County,47.4,2020,Feb
2354,Madera County,46.1,2020,Mar
2355,Madera County,53.8,2020,Apr
2356,Madera County,62.3,2020,May
2357,Madera County,68.6,2020,Jun
2358,Madera County,75.1,2020,Jul
2359,Madera County,76.7,2020,Aug
2360,Madera County,71.1,2020,Sep
2361,Madera County,64.3,2020,Oct
2362,Marin County,49.3,2011,Jan
2363,Marin County,48.5,2011,Feb
2364,Marin County,50.6,2011,Mar
2365,Marin County,52.4,2011,Apr
2366,Marin County,53.1,2011,May
2367,Marin County,57.4,2011,Jun
2368,Marin County,60.4,2011,Jul
2369,Marin County,60.6,2011,Aug
2370,Marin County,63.6,2011,Sep
2371,Marin County,59.9,2011,Oct
2372,Marin County,51.2,2011,Noc
2373,Marin County,48.8,2011,Dec
2374,Marin County,50.4,2012,Jan
2375,Marin County,50.8,2012,Feb
2376,Marin County,49.8,2012,Mar
2377,Marin County,53.9,2012,Apr
2378,Marin County,56.6,2012,May
2379,Marin County,59.2,2012,Jun
2380,Marin County,60.7,2012,Jul
2381,Marin County,61.7,2012,Aug
2382,Marin County,59.5,2012,Sep
2383,Marin County,60.7,2012,Oct
2384,Marin County,55.2,2012,Noc
2385,Marin County,49.0,2012,Dec
2386,Marin County,47.4,2013,Jan
2387,Marin County,49.9,2013,Feb
2388,Marin County,53.5,2013,Mar
2389,Marin County,57.3,2013,Apr
2390,Marin County,58.5,2013,May
2391,Marin County,61.0,2013,Jun
2392,Marin County,61.9,2013,Jul
2393,Marin County,62.4,2013,Aug
2394,Marin County,62.6,2013,Sep
2395,Marin County,58.3,2013,Oct
2396,Marin County,55.1,2013,Noc
2397,Marin County,47.6,2013,Dec
2398,Marin County,54.6,2014,Jan
2399,Marin County,52.1,2014,Feb
2400,Marin County,55.7,2014,Mar
2401,Marin County,56.4,2014,Apr
2402,Marin County,59.8,2014,May
2403,Marin County,61.0,2014,Jun
2404,Marin County,64.0,2014,Jul
2405,Marin County,63.4,2014,Aug
2406,Marin County,63.8,2014,Sep
2407,Marin County,63.6,2014,Oct
2408,Marin County,56.6,2014,Noc
2409,Marin County,54.1,2014,Dec
2410,Marin County,53.0,2015,Jan
2411,Marin County,56.5,2015,Feb
2412,Marin County,57.3,2015,Mar
2413,Marin County,55.0,2015,Apr
2414,Marin County,55.0,2015,May
2415,Marin County,61.7,2015,Jun
2416,Marin County,63.9,2015,Jul
2417,Marin County,65.7,2015,Aug
2418,Marin County,65.5,2015,Sep
2419,Marin County,64.3,2015,Oct
2420,Marin County,52.8,2015,Noc
2421,Marin County,49.2,2015,Dec
2422,Marin County,50.6,2016,Jan
2423,Marin County,56.2,2016,Feb
2424,Marin County,53.8,2016,Mar
2425,Marin County,57.2,2016,Apr
2426,Marin County,58.2,2016,May
2427,Marin County,61.7,2016,Jun
2428,Marin County,61.5,2016,Jul
2429,Marin County,61.2,2016,Aug
2430,Marin County,62.7,2016,Sep
2431,Marin County,59.0,2016,Oct
2432,Marin County,55.4,2016,Noc
2433,Marin County,48.2,2016,Dec
2434,Marin County,47.8,2017,Jan
2435,Marin County,51.1,2017,Feb
2436,Marin County,54.4,2017,Mar
2437,Marin County,54.4,2017,Apr
2438,Marin County,58.2,2017,May
2439,Marin County,61.8,2017,Jun
2440,Marin County,63.3,2017,Jul
2441,Marin County,64.2,2017,Aug
2442,Marin County,67.0,2017,Sep
2443,Marin County,62.0,2017,Oct
2444,Marin County,54.6,2017,Noc
2445,Marin County,51.2,2017,Dec
2446,Marin County,51.4,2018,Jan
2447,Marin County,52.4,2018,Feb
2448,Marin County,51.0,2018,Mar
2449,Marin County,54.2,2018,Apr
2450,Marin County,56.6,2018,May
2451,Marin County,60.9,2018,Jun
2452,Marin County,62.8,2018,Jul
2453,Marin County,61.9,2018,Aug
2454,Marin County,60.8,2018,Sep
2455,Marin County,61.0,2018,Oct
2456,Marin County,56.5,2018,Noc
2457,Marin County,50.7,2018,Dec
2458,Marin County,51.9,2019,Jan
2459,Marin County,46.4,2019,Feb
2460,Marin County,51.4,2019,Mar
2461,Marin County,56.8,2019,Apr
2462,Marin County,54.8,2019,May
2463,Marin County,62.2,2019,Jun
2464,Marin County,62.0,2019,Jul
2465,Marin County,65.9,2019,Aug
2466,Marin County,64.2,2019,Sep
2467,Marin County,61.1,2019,Oct
2468,Marin County,55.5,2019,Noc
2469,Marin County,50.7,2019,Dec
2470,Marin County,50.3,2020,Jan
2471,Marin County,54.6,2020,Feb
2472,Marin County,51.2,2020,Mar
2473,Marin County,55.0,2020,Apr
2474,Marin County,59.2,2020,May
2475,Marin County,62.5,2020,Jun
2476,Marin County,61.9,2020,Jul
2477,Marin County,66.4,2020,Aug
2478,Marin County,66.6,2020,Sep
2479,Marin County,66.1,2020,Oct
2480,Mariposa County,42.2,2011,Jan
2481,Mariposa County,39.8,2011,Feb
2482,Mariposa County,43.5,2011,Mar
2483,Mariposa County,48.8,2011,Apr
2484,Mariposa County,52.7,2011,May
2485,Mariposa County,61.6,2011,Jun
2486,Mariposa County,70.7,2011,Jul
2487,Mariposa County,71.6,2011,Aug
2488,Mariposa County,69.7,2011,Sep
2489,Mariposa County,58.0,2011,Oct
2490,Mariposa County,45.4,2011,Noc
2491,Mariposa County,41.1,2011,Dec
2492,Mariposa County,44.8,2012,Jan
2493,Mariposa County,43.0,2012,Feb
2494,Mariposa County,44.9,2012,Mar
2495,Mariposa County,51.5,2012,Apr
2496,Mariposa County,60.0,2012,May
2497,Mariposa County,65.9,2012,Jun
2498,Mariposa County,72.3,2012,Jul
2499,Mariposa County,76.5,2012,Aug
2500,Mariposa County,71.4,2012,Sep
2501,Mariposa County,58.6,2012,Oct
2502,Mariposa County,49.0,2012,Noc
2503,Mariposa County,39.0,2012,Dec
2504,Mariposa County,39.8,2013,Jan
2505,Mariposa County,41.9,2013,Feb
2506,Mariposa County,49.7,2013,Mar
2507,Mariposa County,54.6,2013,Apr
2508,Mariposa County,59.9,2013,May
2509,Mariposa County,69.6,2013,Jun
2510,Mariposa County,76.2,2013,Jul
2511,Mariposa County,71.6,2013,Aug
2512,Mariposa County,66.0,2013,Sep
2513,Mariposa County,55.2,2013,Oct
2514,Mariposa County,49.0,2013,Noc
2515,Mariposa County,41.8,2013,Dec
2516,Mariposa County,48.4,2014,Jan
2517,Mariposa County,45.9,2014,Feb
2518,Mariposa County,49.7,2014,Mar
2519,Mariposa County,53.9,2014,Apr
2520,Mariposa County,60.9,2014,May
2521,Mariposa County,69.2,2014,Jun
2522,Mariposa County,76.0,2014,Jul
2523,Mariposa County,72.5,2014,Aug
2524,Mariposa County,69.0,2014,Sep
2525,Mariposa County,61.6,2014,Oct
2526,Mariposa County,50.0,2014,Noc
2527,Mariposa County,43.3,2014,Dec
2528,Mariposa County,46.7,2015,Jan
2529,Mariposa County,50.3,2015,Feb
2530,Mariposa County,53.7,2015,Mar
2531,Mariposa County,52.9,2015,Apr
2532,Mariposa County,56.5,2015,May
2533,Mariposa County,71.8,2015,Jun
2534,Mariposa County,72.3,2015,Jul
2535,Mariposa County,73.4,2015,Aug
2536,Mariposa County,69.4,2015,Sep
2537,Mariposa County,61.4,2015,Oct
2538,Mariposa County,43.6,2015,Noc
2539,Mariposa County,38.0,2015,Dec
2540,Mariposa County,40.8,2016,Jan
2541,Mariposa County,49.4,2016,Feb
2542,Mariposa County,48.0,2016,Mar
2543,Mariposa County,53.8,2016,Apr
2544,Mariposa County,58.5,2016,May
2545,Mariposa County,70.6,2016,Jun
2546,Mariposa County,74.4,2016,Jul
2547,Mariposa County,73.8,2016,Aug
2548,Mariposa County,66.7,2016,Sep
2549,Mariposa County,56.4,2016,Oct
2550,Mariposa County,49.5,2016,Noc
